data	nip	ilosc	cena	suma					
2012-08-22	531-41-11-525	17	2,25	38,25					
2012-08-22	269-65-16-447	92	2,25	207					
2012-08-23	885-74-10-856	76	2,25	171					
2012-08-25	749-02-70-623	77	2,25	173,25					
2012-08-26	995-59-41-476	344	2,25	774					
2012-08-26	254-14-00-156	218	2,25	490,5					
2012-08-27	941-01-60-075	115	2,25	258,75					
2012-08-28	936-67-95-170	143	2,25	321,75					
2012-08-28	447-16-72-588	1	2,25	2,25					
2012-09-02	513-33-14-553	133	2,25	299,25					
2012-09-02	413-93-89-926	496	2,25	1116					
2012-09-02	050-38-86-889	5	2,25	11,25					
2012-09-04	093-96-93-428	8	2,25	18					
2012-09-05	495-93-92-849	59	2,25	132,75					
2012-09-05	413-93-89-926	273	2,25	614,25					
2012-09-06	847-48-41-699	165	2,25	371,25					
2012-09-10	528-09-83-923	13	2,25	29,25					
2012-09-11	513-33-14-553	143	2,25	321,75					
2012-09-15	336-81-47-193	20	2,25	45					
2012-09-19	753-35-55-536	4	2,25	9					
2012-09-23	179-23-02-772	102	2,25	229,5					
2012-09-25	043-34-53-278	155	2,25	348,75					
2012-09-27	254-14-00-156	226	2,25	508,5					
2012-09-27	799-94-72-837	346	2,25	778,5					
2012-09-28	495-93-92-849	45	2,25	101,25					
2012-09-30	288-84-37-922	11	2,25	24,75					
2012-10-03	473-30-19-947	14	2,25	31,5					
2012-10-08	843-22-41-173	12	2,25	27					
2012-10-13	302-11-03-254	11	2,25	24,75					
2012-10-13	294-48-56-993	142	2,25	319,5					
2012-10-19	884-31-58-627	184	2,25	414					
2012-10-20	392-78-93-552	390	2,25	877,5					
2012-10-24	916-94-78-836	110	2,25	247,5					
2012-10-25	080-51-85-809	92	2,25	207					
2012-10-26	284-59-84-568	5	2,25	11,25					
2012-10-26	072-92-42-932	2	2,25	4,5					
2012-10-28	180-17-78-339	14	2,25	31,5					
2012-10-31	900-85-70-552	6	2,25	13,5					
2012-11-01	269-65-16-447	65	2,25	146,25					
2012-11-01	513-33-14-553	45	2,25	101,25					
2012-11-01	254-14-00-156	108	2,25	243					
2012-11-02	916-94-78-836	159	2,25	357,75					
2012-11-06	080-51-85-809	141	2,25	317,25					
2012-11-06	242-04-13-206	14	2,25	31,5					
2012-11-09	749-02-70-623	142	2,25	319,5					
2012-11-10	847-48-41-699	167	2,25	375,75					
2012-11-11	180-17-78-339	12	2,25	27					
2012-11-16	378-70-08-798	187	2,25	420,75					
2012-11-19	176-54-34-364	14	2,25	31,5					
2012-11-22	105-89-55-029	10	2,25	22,5					
2012-11-23	178-24-36-171	269	2,25	605,25					
2012-11-23	594-18-15-403	328	2,25	738					
2012-11-24	847-48-41-699	228	2,25	513					
2012-11-26	408-24-90-350	12	2,25	27					
2012-12-01	015-89-55-248	16	2,25	36					
2012-12-04	413-93-89-926	233	2,25	524,25					
2012-12-05	958-71-87-898	10	2,25	22,5					
2012-12-08	749-02-70-623	168	2,25	378					
2012-12-08	594-18-15-403	388	2,25	873					
2012-12-09	941-01-60-075	319	2,25	717,75					
2012-12-11	178-41-36-927	12	2,25	27					
2012-12-13	268-62-97-556	150	2,25	337,5					
2012-12-15	847-48-41-699	347	2,25	780,75					
2012-12-16	033-49-11-774	177	2,25	398,25					
2012-12-19	392-78-93-552	222	2,25	499,5					
2012-12-30	590-28-48-646	9	2,25	20,25					
2012-12-30	062-58-80-597	14	2,25	31,5					
2013-01-01	944-16-93-033	7	2,22	15,54					
2013-01-05	527-15-00-673	171	2,22	379,62					
2013-01-09	325-16-71-125	16	2,22	35,52					
2013-01-10	269-65-16-447	176	2,22	390,72					
2013-01-13	322-66-15-999	37	2,22	82,14					
2013-01-16	269-65-16-447	186	2,22	412,92					
2013-01-16	692-61-16-906	45	2,22	99,9					
2013-01-20	495-93-92-849	186	2,22	412,92					
2013-01-20	799-94-72-837	211	2,22	468,42					
2013-01-26	847-48-41-699	330	2,22	732,6					
2013-01-27	799-94-72-837	134	2,22	297,48					
2013-01-27	847-48-41-699	459	2,22	1018,98					
2013-01-28	294-48-56-993	185	2,22	410,7					
2013-01-29	178-41-36-927	3	2,22	6,66					
2013-01-31	534-94-49-182	181	2,22	401,82					
2013-02-04	413-93-89-926	441	2,22	979,02					
2013-02-05	392-78-93-552	487	2,22	1081,14					
2013-02-05	495-93-92-849	56	2,22	124,32					
2013-02-09	904-16-42-385	23	2,22	51,06					
2013-02-09	179-23-02-772	113	2,22	250,86					
2013-02-10	047-26-54-835	19	2,22	42,18					
2013-02-11	773-39-15-273	188	2,22	417,36					
2013-02-11	254-14-00-156	338	2,22	750,36					
2013-02-12	935-78-99-209	80	2,22	177,6					
2013-02-13	170-26-38-135	20	2,22	44,4					
2013-02-16	270-90-07-560	1	2,22	2,22					
2013-02-17	495-93-92-849	200	2,22	444					
2013-02-18	594-18-15-403	429	2,22	952,38					
2013-02-19	904-16-42-385	183	2,22	406,26					
2013-02-20	749-02-70-623	26	2,22	57,72					
2013-02-21	801-63-85-001	2	2,22	4,44					
2013-02-23	254-14-00-156	174	2,22	386,28					
2013-02-24	495-93-92-849	98	2,22	217,56					
2013-02-24	653-45-64-141	11	2,22	24,42					
2013-02-27	378-70-08-798	58	2,22	128,76					
2013-03-03	045-63-27-114	17	2,22	37,74					
2013-03-04	413-93-89-926	143	2,22	317,46					
2013-03-06	495-93-92-849	108	2,22	239,76					
2013-03-13	995-59-41-476	424	2,22	941,28					
2013-03-18	678-73-95-302	9	2,22	19,98					
2013-03-19	378-70-08-798	135	2,22	299,7					
2013-03-23	799-94-72-837	202	2,22	448,44					
2013-03-24	392-78-93-552	459	2,22	1018,98					
2013-03-28	507-22-76-992	107	2,22	237,54					
2013-03-29	968-49-97-804	37	2,22	82,14					
2013-03-30	692-61-16-906	43	2,22	95,46					
2013-04-01	847-48-41-699	352	2,22	781,44					
2013-04-04	269-65-16-447	94	2,22	208,68					
2013-04-04	527-15-00-673	112	2,22	248,64					
2013-04-05	692-61-16-906	136	2,22	301,92					
2013-04-06	773-39-15-273	56	2,22	124,32					
2013-04-08	799-94-72-837	286	2,22	634,92					
2013-04-09	254-14-00-156	296	2,22	657,12					
2013-04-09	410-52-79-946	81	2,22	179,82					
2013-04-10	799-94-72-837	231	2,22	512,82					
2013-04-11	413-93-89-926	149	2,22	330,78					
2013-04-11	958-71-87-898	3	2,22	6,66					
2013-04-12	799-94-72-837	311	2,22	690,42					
2013-04-15	527-15-00-673	121	2,22	268,62					
2013-04-16	214-54-56-360	15	2,22	33,3					
2013-04-17	170-89-76-803	14	2,22	31,08					
2013-04-17	254-14-00-156	240	2,22	532,8					
2013-04-19	800-16-32-869	12	2,22	26,64					
2013-04-21	788-39-15-311	1	2,22	2,22					
2013-04-24	881-78-83-232	12	2,22	26,64					
2013-04-27	269-65-16-447	190	2,22	421,8					
2013-04-28	620-15-33-614	179	2,22	397,38					
2013-04-30	178-24-36-171	106	2,22	235,32					
2013-05-02	254-14-00-156	267	2,22	592,74					
2013-05-02	115-65-39-258	66	2,22	146,52					
2013-05-04	799-94-72-837	471	2,22	1045,62					
2013-05-05	767-55-58-288	5	2,22	11,1					
2013-05-07	678-73-95-302	11	2,22	24,42					
2013-05-09	884-31-58-627	103	2,22	228,66					
2013-05-09	080-51-85-809	92	2,22	204,24					
2013-05-11	749-02-70-623	115	2,22	255,3					
2013-05-12	495-93-92-849	62	2,22	137,64					
2013-05-12	594-18-15-403	420	2,22	932,4					
2013-05-12	534-94-49-182	81	2,22	179,82					
2013-05-13	847-48-41-699	412	2,22	914,64					
2013-05-15	392-78-93-552	377	2,22	836,94					
2013-05-20	392-78-93-552	461	2,22	1023,42					
2013-05-20	884-31-58-627	138	2,22	306,36					
2013-05-24	596-37-06-465	17	2,22	37,74					
2013-05-28	817-44-45-607	8	2,22	17,76					
2013-05-30	847-48-41-699	448	2,22	994,56					
2013-06-01	847-48-41-699	240	2,22	532,8					
2013-06-02	178-24-36-171	388	2,22	861,36					
2013-06-04	254-14-00-156	455	2,22	1010,1					
2013-06-04	413-93-89-926	269	2,22	597,18					
2013-06-07	043-34-53-278	81	2,22	179,82					
2013-06-07	749-02-70-623	99	2,22	219,78					
2013-06-12	549-21-69-479	12	2,22	26,64					
2013-06-14	817-14-97-331	4	2,22	8,88					
2013-06-15	534-94-49-182	132	2,22	293,04					
2013-06-16	179-23-02-772	83	2,22	184,26					
2013-06-21	874-03-53-609	7	2,22	15,54					
2013-06-22	302-11-03-254	9	2,22	19,98					
2013-06-23	270-90-07-560	20	2,22	44,4					
2013-06-24	749-02-70-623	98	2,22	217,56					
2013-06-26	447-16-72-588	9	2,22	19,98					
2013-06-28	368-99-22-310	13	2,22	28,86					
2013-07-01	941-01-60-075	424	2,22	941,28					
2013-07-06	761-06-34-233	31	2,22	68,82					
2013-07-07	126-55-91-375	18	2,22	39,96					
2013-07-09	043-34-53-278	172	2,22	381,84					
2013-07-09	392-78-93-552	373	2,22	828,06					
2013-07-10	413-93-89-926	299	2,22	663,78					
2013-07-16	916-94-78-836	20	2,22	44,4					
2013-07-17	513-33-14-553	89	2,22	197,58					
2013-07-17	968-49-97-804	60	2,22	133,2					
2013-07-20	944-16-93-033	5	2,22	11,1					
2013-07-21	995-59-41-476	125	2,22	277,5					
2013-07-21	904-16-42-385	177	2,22	392,94					
2013-07-22	910-38-33-489	58	2,22	128,76					
2013-07-23	080-51-85-809	174	2,22	386,28					
2013-07-24	254-14-00-156	485	2,22	1076,7					
2013-07-26	881-78-83-232	7	2,22	15,54					
2013-07-27	847-48-41-699	109	2,22	241,98					
2013-07-30	043-34-53-278	116	2,22	257,52					
2013-07-31	761-06-34-233	125	2,22	277,5					
2013-07-31	091-99-74-175	15	2,22	33,3					
2013-08-02	857-68-68-600	4	2,22	8,88					
2013-08-03	275-38-81-341	13	2,22	28,86					
2013-08-05	995-59-41-476	338	2,22	750,36					
2013-08-06	319-54-24-686	2	2,22	4,44					
2013-08-07	916-94-78-836	108	2,22	239,76					
2013-08-08	692-61-16-906	119	2,22	264,18					
2013-08-09	254-14-00-156	385	2,22	854,7					
2013-08-09	392-78-93-552	239	2,22	530,58					
2013-08-12	072-92-42-932	8	2,22	17,76					
2013-08-13	413-93-89-926	219	2,22	486,18					
2013-08-17	410-52-79-946	40	2,22	88,8					
2013-08-17	995-59-41-476	166	2,22	368,52					
2013-08-18	527-15-00-673	168	2,22	372,96					
2013-08-19	179-23-02-772	96	2,22	213,12					
2013-08-20	749-02-70-623	23	2,22	51,06					
2013-08-23	857-68-68-600	8	2,22	17,76					
2013-08-23	781-80-31-583	1	2,22	2,22					
2013-08-23	045-63-27-114	4	2,22	8,88					
2013-08-26	950-40-82-698	170	2,22	377,4					
2013-08-28	392-78-93-552	193	2,22	428,46					
2013-08-31	929-74-62-713	5	2,22	11,1					
2013-09-03	851-69-49-933	5	2,22	11,1					
2013-09-03	368-99-22-310	15	2,22	33,3					
2013-09-08	164-61-25-530	14	2,22	31,08					
2013-09-08	916-94-78-836	96	2,22	213,12					
2013-09-12	138-66-38-929	1	2,22	2,22					
2013-09-16	513-33-14-553	164	2,22	364,08					
2013-09-17	178-24-36-171	105	2,22	233,1					
2013-09-19	211-35-92-831	17	2,22	37,74					
2013-09-21	047-26-54-835	5	2,22	11,1					
2013-09-26	392-78-93-552	212	2,22	470,64					
2013-09-26	847-48-41-699	128	2,22	284,16					
2013-09-26	378-70-08-798	147	2,22	326,34					
2013-09-27	799-94-72-837	436	2,22	967,92					
2013-09-28	128-29-15-591	4	2,22	8,88					
2013-09-28	302-11-03-254	4	2,22	8,88					
2013-10-04	179-23-02-772	78	2,22	173,16					
2013-10-11	749-02-70-623	159	2,22	352,98					
2013-10-11	885-74-10-856	103	2,22	228,66					
2013-10-12	495-93-92-849	57	2,22	126,54					
2013-10-12	910-38-33-489	121	2,22	268,62					
2013-10-12	053-79-35-388	14	2,22	31,08					
2013-10-13	599-00-55-316	2	2,22	4,44					
2013-10-13	662-14-22-719	19	2,22	42,18					
2013-10-14	264-98-29-926	20	2,22	44,4					
2013-10-15	799-94-72-837	367	2,22	814,74					
2013-10-15	847-48-41-699	458	2,22	1016,76					
2013-10-16	392-78-93-552	100	2,22	222					
2013-10-16	043-34-53-278	62	2,22	137,64					
2013-10-20	043-34-53-278	184	2,22	408,48					
2013-10-21	080-51-85-809	156	2,22	346,32					
2013-10-22	254-14-00-156	142	2,22	315,24					
2013-10-23	043-34-53-278	97	2,22	215,34					
2013-10-23	254-14-00-156	136	2,22	301,92					
2013-10-23	179-23-02-772	108	2,22	239,76					
2013-10-25	410-52-79-946	51	2,22	113,22					
2013-10-27	473-30-19-947	7	2,22	15,54					
2013-10-29	985-21-38-706	19	2,22	42,18					
2013-10-30	970-73-69-415	4	2,22	8,88					
2013-11-02	392-78-93-552	163	2,22	361,86					
2013-11-02	534-94-49-182	165	2,22	366,3					
2013-11-03	211-35-92-831	14	2,22	31,08					
2013-11-05	378-70-08-798	177	2,22	392,94					
2013-11-06	964-69-89-011	1	2,22	2,22					
2013-11-07	179-23-02-772	193	2,22	428,46					
2013-11-07	561-00-46-873	8	2,22	17,76					
2013-11-10	817-14-97-331	11	2,22	24,42					
2013-11-16	178-24-36-171	249	2,22	552,78					
2013-11-20	594-18-15-403	360	2,22	799,2					
2013-11-24	294-48-56-993	186	2,22	412,92					
2013-11-25	495-93-92-849	29	2,22	64,38					
2013-11-28	534-94-49-182	174	2,22	386,28					
2013-11-29	254-14-00-156	131	2,22	290,82					
2013-12-01	254-14-00-156	157	2,22	348,54					
2013-12-01	799-94-72-837	284	2,22	630,48					
2013-12-02	413-93-89-926	292	2,22	648,24					
2013-12-04	530-86-39-445	13	2,22	28,86					
2013-12-06	954-85-72-732	16	2,22	35,52					
2013-12-06	178-24-36-171	364	2,22	808,08					
2013-12-07	599-00-55-316	16	2,22	35,52					
2013-12-07	590-28-48-646	3	2,22	6,66					
2013-12-08	346-83-33-264	9	2,22	19,98					
2013-12-09	523-09-63-706	6	2,22	13,32					
2013-12-13	884-31-58-627	117	2,22	259,74					
2013-12-14	159-34-45-151	6	2,22	13,32					
2013-12-15	847-48-41-699	186	2,22	412,92					
2013-12-15	159-34-45-151	16	2,22	35,52					
2013-12-16	043-34-53-278	100	2,22	222					
2013-12-21	369-43-03-176	20	2,22	44,4					
2013-12-21	968-49-97-804	192	2,22	426,24					
2013-12-22	968-49-97-804	92	2,22	204,24					
2013-12-23	211-13-01-286	11	2,22	24,42					
2013-12-25	177-95-05-373	10	2,22	22,2					
2013-12-26	884-31-58-627	180	2,22	399,6					
2013-12-29	242-04-13-206	12	2,22	26,64					
2013-12-30	091-99-74-175	12	2,22	26,64					
2013-12-31	325-70-30-985	8	2,22	17,76					
2014-01-02	904-16-42-385	56	2,23	124,88					
2014-01-03	054-09-46-315	18	2,23	40,14					
2014-01-03	799-94-72-837	164	2,23	365,72					
2014-01-06	534-94-49-182	111	2,23	247,53					
2014-01-07	395-19-63-367	14	2,23	31,22					
2014-01-08	995-59-41-476	143	2,23	318,89					
2014-01-09	749-02-70-623	64	2,23	142,72					
2014-01-12	929-74-62-713	3	2,23	6,69					
2014-01-13	392-78-93-552	152	2,23	338,96					
2014-01-14	749-02-70-623	152	2,23	338,96					
2014-01-16	678-73-95-302	15	2,23	33,45					
2014-01-17	884-31-58-627	117	2,23	260,91					
2014-01-17	941-27-28-381	14	2,23	31,22					
2014-01-17	392-78-93-552	431	2,23	961,13					
2014-01-19	178-24-36-171	390	2,23	869,7					
2014-01-24	091-99-74-175	1	2,23	2,23					
2014-01-27	413-93-89-926	392	2,23	874,16					
2014-01-29	916-94-78-836	175	2,23	390,25					
2014-01-29	322-66-15-999	118	2,23	263,14					
2014-02-02	847-48-41-699	297	2,23	662,31					
2014-02-06	033-49-11-774	89	2,23	198,47					
2014-02-06	178-24-36-171	182	2,23	405,86					
2014-02-07	749-02-70-623	130	2,23	289,9					
2014-02-10	294-48-56-993	187	2,23	417,01					
2014-02-11	941-01-60-075	166	2,23	370,18					
2014-02-12	033-49-11-774	58	2,23	129,34					
2014-02-16	410-52-79-946	187	2,23	417,01					
2014-02-17	033-49-11-774	58	2,23	129,34					
2014-02-19	767-55-58-288	19	2,23	42,37					
2014-02-19	847-48-41-699	388	2,23	865,24					
2014-02-20	194-54-73-711	20	2,23	44,6					
2014-02-20	043-34-53-278	185	2,23	412,55					
2014-02-20	527-15-00-673	191	2,23	425,93					
2014-02-21	277-10-19-546	1	2,23	2,23					
2014-02-22	884-31-58-627	90	2,23	200,7					
2014-02-26	847-48-41-699	234	2,23	521,82					
2014-03-01	392-78-93-552	212	2,23	472,76					
2014-03-03	392-78-93-552	372	2,23	829,56					
2014-03-03	968-49-97-804	102	2,23	227,46					
2014-03-03	749-02-70-623	69	2,23	153,87					
2014-03-10	180-17-78-339	5	2,23	11,15					
2014-03-15	513-33-14-553	146	2,23	325,58					
2014-03-16	910-38-33-489	114	2,23	254,22					
2014-03-18	799-94-72-837	265	2,23	590,95					
2014-03-18	970-87-50-317	1	2,23	2,23					
2014-03-21	299-98-16-259	16	2,23	35,68					
2014-03-23	737-62-05-770	11	2,23	24,53					
2014-03-23	178-24-36-171	118	2,23	263,14					
2014-03-30	392-78-93-552	213	2,23	474,99					
2014-04-03	847-48-41-699	146	2,23	325,58					
2014-04-05	609-57-46-753	6	2,23	13,38					
2014-04-07	392-78-93-552	392	2,23	874,16					
2014-04-07	995-59-41-476	422	2,23	941,06					
2014-04-11	178-24-36-171	474	2,23	1057,02					
2014-04-12	322-66-15-999	166	2,23	370,18					
2014-04-14	322-66-15-999	121	2,23	269,83					
2014-04-15	413-93-89-926	406	2,23	905,38					
2014-04-17	294-48-56-993	41	2,23	91,43					
2014-04-21	941-01-60-075	254	2,23	566,42					
2014-04-21	847-48-41-699	246	2,23	548,58					
2014-04-26	080-51-85-809	148	2,23	330,04					
2014-04-26	594-18-15-403	365	2,23	813,95					
2014-04-27	910-38-33-489	20	2,23	44,6					
2014-05-02	447-16-72-588	4	2,23	8,92					
2014-05-05	392-78-93-552	215	2,23	479,45					
2014-05-07	904-16-42-385	138	2,23	307,74					
2014-05-07	254-14-00-156	496	2,23	1106,08					
2014-05-08	916-94-78-836	155	2,23	345,65					
2014-05-11	337-27-67-378	386	2,23	860,78					
2014-05-14	884-31-58-627	124	2,23	276,52					
2014-05-15	799-94-72-837	173	2,23	385,79					
2014-05-17	968-49-97-804	161	2,23	359,03					
2014-05-19	513-33-14-553	147	2,23	327,81					
2014-05-25	178-24-36-171	401	2,23	894,23					
2014-05-25	941-01-60-075	101	2,23	225,23					
2014-05-26	178-24-36-171	169	2,23	376,87					
2014-05-27	799-94-72-837	324	2,23	722,52					
2014-05-28	351-83-41-145	16	2,23	35,68					
2014-05-29	884-31-58-627	194	2,23	432,62					
2014-05-30	995-59-41-476	197	2,23	439,31					
2014-05-30	033-49-11-774	23	2,23	51,29					
2014-05-31	904-16-42-385	138	2,23	307,74					
2014-06-01	692-61-16-906	121	2,23	269,83					
2014-06-03	951-02-59-808	10	2,23	22,3					
2014-06-05	473-30-19-947	9	2,23	20,07					
2014-06-08	495-93-92-849	35	2,23	78,05					
2014-06-12	968-49-97-804	154	2,23	343,42					
2014-06-16	192-09-72-275	1	2,23	2,23					
2014-06-17	799-94-72-837	249	2,23	555,27					
2014-06-17	916-94-78-836	27	2,23	60,21					
2014-06-19	904-16-42-385	167	2,23	372,41					
2014-06-20	904-16-42-385	71	2,23	158,33					
2014-06-20	014-02-05-290	13	2,23	28,99					
2014-06-21	534-94-49-182	90	2,23	200,7					
2014-06-24	847-48-41-699	106	2,23	236,38					
2014-06-25	527-15-00-673	57	2,23	127,11					
2014-06-25	269-65-16-447	59	2,23	131,57					
2014-06-27	314-76-34-892	11	2,23	24,53					
2014-06-28	995-59-41-476	361	2,23	805,03					
2014-06-29	885-74-10-856	153	2,23	341,19					
2014-06-30	964-69-89-011	7	2,23	15,61					
2014-07-01	884-31-58-627	65	2,23	144,95					
2014-07-03	847-48-41-699	409	2,23	912,07					
2014-07-05	620-15-33-614	63	2,23	140,49					
2014-07-06	254-14-00-156	441	2,23	983,43					
2014-07-10	495-93-92-849	91	2,23	202,93					
2014-07-11	904-16-42-385	73	2,23	162,79					
2014-07-12	043-34-53-278	184	2,23	410,32					
2014-07-16	692-61-16-906	191	2,23	425,93					
2014-07-17	413-93-89-926	371	2,23	827,33					
2014-07-18	178-24-36-171	485	2,23	1081,55					
2014-07-18	916-94-78-836	92	2,23	205,16					
2014-07-20	413-93-89-926	442	2,23	985,66					
2014-07-21	885-74-10-856	44	2,23	98,12					
2014-07-23	761-06-34-233	39	2,23	86,97					
2014-07-28	413-93-89-926	288	2,23	642,24					
2014-07-28	395-19-63-367	4	2,23	8,92					
2014-07-31	647-41-13-432	6	2,23	13,38					
2014-07-31	244-64-83-142	9	2,23	20,07					
2014-08-01	916-94-78-836	178	2,23	396,94					
2014-08-02	941-01-60-075	455	2,23	1014,65					
2014-08-03	773-39-15-273	56	2,23	124,88					
2014-08-07	692-61-16-906	46	2,23	102,58					
2014-08-08	609-57-46-753	15	2,23	33,45					
2014-08-09	885-74-10-856	130	2,23	289,9					
2014-08-10	910-38-33-489	154	2,23	343,42					
2014-08-10	885-74-10-856	137	2,23	305,51					
2014-08-12	507-22-76-992	119	2,23	265,37					
2014-08-12	941-01-60-075	138	2,23	307,74					
2014-08-13	941-01-60-075	303	2,23	675,69					
2014-08-15	269-65-16-447	73	2,23	162,79					
2014-08-17	322-66-15-999	35	2,23	78,05					
2014-08-17	799-94-72-837	435	2,23	970,05					
2014-08-20	847-48-41-699	476	2,23	1061,48					
2014-08-23	254-14-00-156	386	2,23	860,78					
2014-08-26	749-02-70-623	147	2,23	327,81					
2014-08-29	799-94-72-837	112	2,23	249,76					
2014-09-03	692-61-16-906	156	2,23	347,88					
2014-09-04	995-59-41-476	106	2,23	236,38					
2014-09-06	865-19-31-951	2	2,23	4,46					
2014-09-06	804-82-65-826	19	2,23	42,37					
2014-09-07	531-65-00-714	18	2,23	40,14					
2014-09-10	995-59-41-476	332	2,23	740,36					
2014-09-11	561-00-46-873	1	2,23	2,23					
2014-09-12	413-93-89-926	438	2,23	976,74					
2014-09-13	080-51-85-809	25	2,23	55,75					
2014-09-15	799-94-72-837	220	2,23	490,6					
2014-09-15	761-06-34-233	47	2,23	104,81					
2014-09-15	648-00-20-115	1	2,23	2,23					
2014-09-16	058-15-94-554	14	2,23	31,22					
2014-09-17	847-48-41-699	132	2,23	294,36					
2014-09-22	240-56-56-791	18	2,23	40,14					
2014-09-24	847-48-41-699	266	2,23	593,18					
2014-09-25	885-74-10-856	30	2,23	66,9					
2014-09-27	392-78-93-552	452	2,23	1007,96					
2014-09-29	594-18-15-403	306	2,23	682,38					
2014-09-30	692-61-16-906	98	2,23	218,54					
2014-10-01	507-22-76-992	110	2,23	245,3					
2014-10-01	885-74-10-856	57	2,23	127,11					
2014-10-01	371-70-96-597	16	2,23	35,68					
2014-10-04	963-43-52-686	5	2,23	11,15					
2014-10-07	178-24-36-171	433	2,23	965,59					
2014-10-08	513-33-14-553	180	2,23	401,4					
2014-10-08	178-24-36-171	381	2,23	849,63					
2014-10-09	982-09-19-706	16	2,23	35,68					
2014-10-09	378-70-08-798	85	2,23	189,55					
2014-10-09	410-52-79-946	37	2,23	82,51					
2014-10-12	910-38-33-489	69	2,23	153,87					
2014-10-13	254-14-00-156	304	2,23	677,92					
2014-10-16	178-24-36-171	491	2,23	1094,93					
2014-10-19	033-49-11-774	106	2,23	236,38					
2014-10-23	495-93-92-849	188	2,23	419,24					
2014-10-23	885-74-10-856	131	2,23	292,13					
2014-10-24	163-92-64-010	9	2,23	20,07					
2014-10-26	392-78-93-552	245	2,23	546,35					
2014-10-31	178-24-36-171	166	2,23	370,18					
2014-11-02	322-66-15-999	171	2,23	381,33					
2014-11-02	982-37-73-633	11	2,23	24,53					
2014-11-03	910-38-33-489	52	2,23	115,96					
2014-11-06	950-40-82-698	56	2,23	124,88					
2014-11-07	753-35-55-536	6	2,23	13,38					
2014-11-07	322-66-15-999	179	2,23	399,17					
2014-11-08	178-24-36-171	398	2,23	887,54					
2014-11-09	513-33-14-553	68	2,23	151,64					
2014-11-09	904-16-42-385	160	2,23	356,8					
2014-11-10	904-16-42-385	183	2,23	408,09					
2014-11-11	178-24-36-171	178	2,23	396,94					
2014-11-12	254-14-00-156	381	2,23	849,63					
2014-11-14	851-69-49-933	12	2,23	26,76					
2014-11-16	378-70-08-798	116	2,23	258,68					
2014-11-18	254-14-00-156	117	2,23	260,91					
2014-11-18	513-33-14-553	31	2,23	69,13					
2014-11-19	885-74-10-856	131	2,23	292,13					
2014-11-19	749-02-70-623	21	2,23	46,83					
2014-11-20	847-48-41-699	300	2,23	669					
2014-11-20	269-65-16-447	32	2,23	71,36					
2014-11-23	958-71-87-898	4	2,23	8,92					
2014-11-24	392-78-93-552	230	2,23	512,9					
2014-11-25	692-61-16-906	164	2,23	365,72					
2014-11-26	374-01-18-051	4	2,23	8,92					
2014-11-29	910-38-33-489	96	2,23	214,08					
2014-12-02	179-23-02-772	94	2,23	209,62					
2014-12-02	884-31-58-627	21	2,23	46,83					
2014-12-04	254-14-00-156	129	2,23	287,67					
2014-12-04	410-52-79-946	197	2,23	439,31					
2014-12-05	192-09-72-275	16	2,23	35,68					
2014-12-05	337-27-67-378	332	2,23	740,36					
2014-12-07	513-33-14-553	75	2,23	167,25					
2014-12-08	340-11-17-090	10	2,23	22,3					
2014-12-09	916-94-78-836	93	2,23	207,39					
2014-12-10	392-78-93-552	146	2,23	325,58					
2014-12-11	507-22-76-992	197	2,23	439,31					
2014-12-13	413-93-89-926	482	2,23	1074,86					
2014-12-15	885-74-10-856	43	2,23	95,89					
2014-12-16	178-24-36-171	367	2,23	818,41					
2014-12-16	799-94-72-837	274	2,23	611,02					
2014-12-18	413-93-89-926	283	2,23	631,09					
2014-12-19	322-66-15-999	98	2,23	218,54					
2014-12-20	178-24-36-171	485	2,23	1081,55					
2014-12-21	319-54-24-686	3	2,23	6,69					
2014-12-23	392-78-93-552	331	2,23	738,13					
2014-12-24	885-74-10-856	150	2,23	334,5					
2014-12-25	254-14-00-156	463	2,23	1032,49					
2014-12-26	270-90-07-560	8	2,23	17,84					
2014-12-26	904-16-42-385	178	2,23	396,94					
2014-12-28	080-51-85-809	166	2,23	370,18					
2014-12-29	881-78-83-232	14	2,23	31,22					
			SUMA:	643267,07					
